comment,y_true,y_pred
con tệ mới mua đc bao_lâu đi bảo_hành number lần hết sọc màn_hình tới lỗi phần_mềm chắc đổi hãng khác xài,Negative,Negative
máy xài mượt pin trâu chơi game ổn chụp ảnh khá đẹp giá_cả hợp_lý nói_chung hãng điện_thoại ok vvv,Positive,Positive
mới mua hôm wa thấy dùng ngon mượt chơi game ok pin ok mấy bác ko mua máy cao_cấp sài can cao_cấp wa ok,Positive,Positive
mua dùng number tháng chơi game ping liên_tục nghĩ chán khuyên ae nào chơi game đừng mua con ức_chế lắm,Negative,Negative
sản_phẩm tốt nhất trong tầm giá màn_hình lớn chíp khỏe pin trâu ok,Positive,Positive
dòng a đời anumber quá tệ màn_hình mình lỗi mở đc khóa màn_hình tắt nguồn khởi_động tắt cuộc_gọi đến k nghe đcnói chung đơ toàn_tập,Negative,Negative
máy pin đúng trâu xài đúng thích chơi game liên_quân k nóng kiểu review giật tít quá nóng nọ maxsetting nóng đẹp thôi nhé sạc đầy dùng sáng hôm_nay đến chiều ngày hôm hết trong đánh number trận liên_quân lướt fb sơ_sơ tác vụ thông_thường dùng number tuần ok đáng đồng_tiền bát gạo,Positive,Positive
sản_phẩm sam sung anumbers chụp hình nét nhân_viên tư_vấn nhiệt_tình em number sao ạ,Positive,Positive
con quá tốt xài đc number tháng thấy quá ok pin trâu sạc nhanh chơi game tốt,Positive,Positive
máy chạy mượt màn_hình to dễ_dàng lướt web xem phim chụp hình đẹp thiết_kế sang_trọng,Positive,Positive
cực tốt trong tầm giá pin thao_tác liên_tục numberh khỏi lo_lắng sạc nhanh đầy,Positive,Positive
cập_nhật phiên_bản mới xong hay treo máy tắt nguồn k đc luôn number khá lâu nó tự tắt bật ai giong mình k ạ,Negative,Negative
máy cụm camera hơi lòi quá còn ngon xài number tháng chơi game pupg mức mượt number fps tầm hơn numberh còn cài numberfps tầm numberh nhé tác_dụng thông_thường chắc còn_khuya mới hết xài cx ko nóng quá nhé,Neutral,Neutral
mua máy tầm number tháng máy xài êm chụp hình buổi sáng bao đẹp bủi tối hơi mờ ảnh lòe pin number qá đúng xài tầm numberh liên_tục trải nghiệm bth sạc pin numbert đầy điểm íu sạc đt nóng lắm chiến game bao mượt tóm mua vivo chiến game khôq chụp hình,Neutral,Positive
mới mua đc gần tháng hay giật lag vs liệt phím đa_nhiệm,Negative,Negative
máy dùng tốt chụp ảnh sắc nét pin sạc nhanhnói chung ok quan_trọng nhân_viên bán hàng vui_vẻ nhiệt_tình chu_đáo e cảm_ơn,Positive,Positive
gần tháng thấy biến_chứng hy_vọng xài ổn hư chắc buồn hỉu buồn_hiu,Neutral,Positive
cập_nhật phần_mềm đc sạc k sáng còn đơ nhảy cũ dán thêm cường_lực hay fim chống xuiớc tệ k mượt bằng mấy con máy intel hay vivo giá hơn numbertr,Negative,Negative
sản_phẩm đẹpchụp ảnh nét màn_hình sáng sửa chơi game thi_thoảng đơ chip hơi cùi,Positive,Neutral
quá tuyệt_vời noi chung muon number điêu hành góc ai chua trải nghiêm thi quât number em vê ma trải nghiêm nhé,Positive,Positive
sài hơn tháng bình thườngđến cập nhập bản coloros number máy lỗi nhạc chuông bên ứng_dụng masseger tắt cuộc_gọi thứ nhất ứng_dụng hiện thỉ mục đánh_giá cuộc_gọi bao_nhiêu sao number sao ấn tùy_chọn khác cuộc_gọi thứ hai trở về xẽ chuông trừ khởi_động lạihoạc gọi ấn tùy_chọn mình đổi đến hai máy tình_trạng ngư nhau,Negative,Negative
máy chậm tả k luôn mua number ngày_giờ tải galaxy thems nó quay number độ thể_thao,Negative,Negative
mua dc number tháng liệt cảm_ứng bên màn_hình chánmai xuống đổi khác chơi lq ở cấu_hình thấp chơi đc number ván máy đơ luôn chơi bài zalo bấm đc ko,Negative,Negative
máy chạy miui number sử_dụng trình gọi điện_thoại nhắn_tin google giao_diện xấu ghi_âm cuộc_gọi phụ_thuộc google khá,Negative,Negative
máy bắt wifi kém thường_xuyên giật lag tốc_độ xử_lý chậm mình bạn gái mua number con y chang nhau thất_vọng,Negative,Negative
máy ngon nhận_diện khuôn_mặt dấu vân tay tốt cảm_ứng mượt pin khá nói_chung tiền ít hít thơm,Positive,Positive
máy xài hơn number tháng tốt cảm_ứng nhạy lắm pin trâu sạc nhanh đầy numberh đầy xài sạc nhanh xem phim game sáng tới chiều còn number máy lag xài mượt tuy_nhiên camera chụp ảnh rõ lắm canh rung ảnh mới rõ loa hơi nhỏ cầm xem phim hay dính che mất loa,Neutral,Positive
sạc nhanh luôn cỡ gần tiếng đầy pin xuống vô nhanh number ngày thỉnh_thoảng cầm lướt face chat number pin xuống dùng hơn chút chắc k đc number ngày number điểm bắt wifi k tốt lắm wifi mạnh mọi máy cũ xung_quanh bắt ok máy quay hoài_cảm_nhận number ngày sd,Negative,Positive
sài tốt sạc nhanh pin dùng đc lâu chơi game ổn nhân_viên tư_vấn nhiệt_tình ngon trong tầm giá,Positive,Positive
mình mua máy dc number tuần lỗi màn_hình tgdd đổi máy xong về dùng dc number ngày hiện_tượng nháy màn liên_tục biết đổi cảm_thấy buồn quá,Negative,Negative
máy tốt nhân_viên siêu nhiệt_tình giá con điện_thoại ngon bổ rẻ,Positive,Positive
máy quá tuyệt_vời camera chụp đẹp cấu_hình quá tuyệt thể chê con chip helio gnumbert con galaxy snumber exynot number liên_quân full cấu_hình tuột fps xuống number còn con fps giao động number thể ngang samsung snumber về cấu_hình còn pin khá trâu sạt nhanh anh_em nào mê game chọn con,Positive,Positive
mới mua hồi chiềuphục vụ tốtnói chung ok trong tầm giáchờ dùng thời_gian mới biết đc,Positive,Positive
cấu_hình ổn ngoại_hình đẹp pin tạm ổn camera nét lướt wed ok nhìn_chung vs nhu_cầu cơ_bản tốt giá ổn_định,Positive,Positive
máy oke khắc_phục lỗi pin number bật đèn flash chế_độ bấm nút nguồn tắt đèn flas hay hơn chụp hình buổi tối nó éo bật đèn flas khó_chịu vlh,Negative,Negative
sao e mua tai phone mấy sài tốt chơi game mượt tặng tai phone hơi buồn,Positive,Positive
loạn cảm_ứng đánh chữ bàn_phím loạn cả mua number ngày hối_hận mua ko xem đánh_giá giờ hối_hận,Negative,Negative
pin quá yếu camera tệ chụp hình nhiễu hạt đem bảo_hành nói lỗi phần_mềm reset dùng vài ngày tiếp chán,Negative,Negative
game ok mang_tiếng pin numberk tụt nhanh quá bắt wifi hơi kém đôi k kết_nối mua về chơi game ý khác test cam khá ổn,Neutral,Negative
sản_phẩm_chất_lượng tốtmình dùng number tháng chạy mượt giá quá rẻ chất_lượng,Positive,Positive
sản_phẩm quá tệ hàng việt nam ko khá màn_hình mờ giật lag độ sáng yếu,Negative,Negative
mọi thứ ổn ngoại_trừ pinem mới mua về ngày hôm sạc nhanh xài number tiếng mất hơn number em chơi game đọc truyện ban_đêm nó tụt gần numberpinvâyyj e hỏi làm_sao ạem cảm_ơn,Neutral,Neutral
mới trãi nghiệm thực_tế thấy con chế_độ chụp cận_cảnh siêu nét soi vân tay luôn á cam ảo pin number sạc nhanh android number ổn_định cảm_biến còn chậm hay lag xoá bớt app chạy ngầm sóng numberg hơi chậm sử_dụng bussiness quá ok chiến game online siêu nặng đạt nhân vô thập toàn tùy nhu_cầu mình hãy cửa_hàng trãi nghiệm đi cảm_nhận tốt hơn đọc quá commands trong nghỉ mua luôn á,Neutral,Positive
máy tốt pin cầm máy chạy mượt nhân_viên vui vẽ nhiệt_tình lần nhất_định mua hàng tgdđ môi_trường phục_vụ chuyên_nghiệp nói_chung hài_lòng,Positive,Positive
hối_hận mua samsung anumber numbertrnumber cảm_ứng loạn quá ko nhậy chút nào dùng ức_chế kinh_khủng,Negative,Negative
trải nghiệm number tuần khá ok pin dùng ổn number ngày sạc number lần mình chơi game khá chơi lq đôi sụt fps nói_chung tốt,Positive,Positive
yếu điểm đt pin hết nhanh còn tất_cả ok hết nhân_viên bán hàng nhiệt_tình chu_đáo mua đmx bố hạ_yên thế bắc_giang,Positive,Positive
giá tiền đánh_giá tổng_thể sản_phẩm vsmart joy number tốt nhất bạn nhớ đánh_giá giá tiền mua sản_phẩm sánh sản phảm hơn number tr thậm_chí number tr,Positive,Positive
máy sài ngon ko giống mấy bạn đánh_giá chăc mấy bạn máy lỗi mua hàng tào_lao nói ấy pin trâu,Positive,Positive
mình mua về xài gần number tháng máy ok pin ko hao nhanh máy bạn khác nói pin mình xài ok number ngày sạc number mặt đt bằng kính xài ốp lưng mặt trơn lắm màn_hình hiển_thị khá mới miu number cách number tuần hiệu_ứng mượt giao_diện đẹp hơn máy ko nóng mới sạc pin hơi nóng cụm camera thôi,Positive,Positive
mình mới mua number gia_đình dùng nói_chung mọi thứ ổn number em_gái mình mau hết pin sạc lâu,Neutral,Neutral
máy dùng tốt hiểu cơ_chế hoạt_động đèn led lắm hay sáng linh_tinh mặc_dù máy hề thông bạo hay pin yếu cả pin khá okcamera hơi ảo numbermp nét bằng iphone number bạn nào thích chụp hình giống mình mua dòng iphone hoặc samsung,Negative,Negative
pin dùng đến giờ tạm màn_hình mềm_mại lắm khoá nhận_diện khuôn_mặt ok,Negative,Positive
sản_phẩm ok nhắn_tin hay nhảy chữ bộ_nhớ tốt mình chơi game ít ko bt nhận_xét về độ chs game thế_nào đ nhân_viên phục_vụ tận_tình tư_vấn chi_tiết,Positive,Positive
máy sài number thời_gian đơ dù chơi game hay thưa remi cnumber chán lắm mua,Negative,Negative
thiết_kế đẹp cấu_hình ổn pin trâu mới mua con hôm còn về điện_thoại ram numbergb bộ_nhớ trong numbergb tốt mình tải mấy nghìn bài hát lưu nghe thỏa_mái con chip nghe đánh_giá vẻ thấp cơ_bản chơi tất_cả game mọi người lo màn_hình kiểu_dáng đẹp đút_túi tiện_lợi nói_chung tốt chê,Positive,Positive
sản_phẩm ổn_định một lỗi mình sạc máy dùng đến máy nóng hơn number ° c,Neutral,Negative
mới mua tgdd huyện chợ gạo nhân_viên nhiệt_tình máy dùng thử đánh_giá tiếp máy đẹp pin numbermah camera ổn,Positive,Positive
dùng tạm ổn pin tốt nhân_viên thế_giới di_động number nguyễn ảnh thủ quận number tư_vấn nhiệt_tình,Positive,Positive
nói_chung giá bán mình nghĩ hợp_lý về câu hình máy cầy game tuyệt_vời còn về tự sướng phần chụp ảnh tốt lắm nói_chung mình thích oppo anumber hơn nó đem mình chơi game tuyệt_vời,Positive,Positive
điện_thoại chụp hình đẹp đa_nhiệm tốt lướt web nhanh ứng_dụng mượt thể chê đâu nhân_viên tư_vấn nhiệt_tình tgdđ chăm_sóc khách_hàng tốt thanks tgdđ,Positive,Positive
mới lấy máy hôm_nay máy đẹp pin trâu mượt cảm đẹp tầm giá quá ổn,Positive,Positive
máy xài chậm nặng lướt thấy mượt chụp hình nhoè chụp đêm_tối thui đỏ mắt thương_hiệu sao xài oppo êm chuyển xaci thử quá thất_vọng,Negative,Negative
sang_trọng mượt chụp ảnh cực nét pin ổn vân tay chút thiếu ổn_định nhận_dạng,Positive,Positive
dt chơi game lướt wep mượt pin trâu tội hay thoát ứng_dụng trong tầm giá numbertr ngon r,Positive,Positive
mình thấy sp tốt pin trâu nhân_viên tgdd tư_vấn nhiệt_tình lắm mấy bạn kia nói đâu máy mượt chơi game bật đồ_họa cao thấy hiện_tượng giật lsg cả hãy yên_tâm mua,Positive,Positive
nói_chung mọi thứ ổn nghe gọi rõ loa trong loa ngoài chung nhau nói người kế bên thể nghe rung hơi chán nhân_viên tgdđ nhiệt_tình,Positive,Positive
máy xài mượt thiết_kế đẹp xài thích camera chụp hình đẹp pin xài khá lâu mới hết pin,Positive,Positive
mình dùng number tháng ban_đầu number tuần thấy pin tụt nhanh camera nét lắm hiện quay video thìmáy đơ lưu vid khởi_động thực bực_mình về giá tiền bà chất_lượng thực chênh_lệch,Negative,Negative
tốt dùng android one ko ứng_dụng rác mình sợ nhất mấy dòng trung quốc vài ứng_dụng rác ko giỡ đc con dùng mượt xem iphone,Positive,Positive
máy thiết_kế đẹp mắtpin cầmchụp hình xóa_phông đẹp nhân_viên tư_vấn nhiệt_tình dán máy đẹp,Positive,Positive
mình mua máy number tới nay number tháng number ngày máy dùng ok đáng chê bạn xài phán đúng ấy còn về cảm_biến vân tay lần cập_nhật hôm number cải_thiện tốt bạn đặt ngón tay đúng vị_trí ổn thôi,Positive,Positive
mấy bạn nào ý_định mua máy phục_vụ công mình siêu recommend máy nha mình đắn_đo giữa máy hua wei numberi nình quyết lấy máy sạc nhanh bàn_phím pin hơn đúng gu mình,Positive,Negative
giá tốt cấu hỉnh mạnh camera tốt mua ba vs mẹ anumbers vs anumber chất chi ưng bụng nhân_viên tốt hậu_mãi ok cám_ơn dmx,Positive,Positive
sản_phẩm sử_dụng tốt pin ổn thiết_kế sang_trọng camera chụp ảnh ok âm_thanh lớn ko rè chơi game mượt nói_chung quá hoàn_hảo sản_phẩm mức giá tầm trung,Positive,Positive
máy dùng ok pin trâu mượt camera đẹp chất_lượng đúng giá_thành,Positive,Positive
tết rồi mua hôm bữa mua tab rồi hết xiềng,Negative,Neutral
mới mua lụnđẹp mượt wifi bắt mạnhngon gia_tiên còn đái_láu k bk saukết chị yến quá nhiệt_tình,Positive,Positive
sao mới mua lướt fb mess tuộc number nóng loa nghe nhạc rung cả đt đeo tai nghe thao_tác chuyển ứng_dụng nghe rè,Negative,Neutral
mọi thứ khá tốt trong giá chụp ảnh chơi game hay lướt web fb mk hình tôi thấy lỗi về phần_mềm dùng messenger gửi nút like trong chat máy báo gửi thấy hình nút like gửi out r load mới thấyv ko bt ace nào xài lỗi v ko,Positive,Negative
đổi numbergb bù bạn ạ máy_chiếu game đc camera quá kém,Neutral,Negative
sản_phẩm tốt trong tầm giá camera tốt pin trâu màn_hình tuyệt rôif điểm yếu mình thích khả_năng bắt sóng wifi quá yếu tự ngắt tự bật khó_chịu biết lỗi khắc_phục mọi người đầu thích loại giới_thiệu ae mua mn gặp lỗi mình ủng_hộ vsmart hi_vọng khắc_phục đc lỗi,Positive,Positive
dùng ổn sản_phẩm bóng mờ biết tgdđ chịu bảo_hành_ta,Neutral,Neutral
máy hở viền nhân_viên tgdđ bảo lỗi thẩm_mĩ ko đổi máy mới chán hẳn,Negative,Negative
cam đẹp chơi lq ok max setting sạc pin chậm numberhnumber đc number qc number che mặt lưng wifi yếu,Neutral,Positive
dùng đc hơn number tháng máy hiện_tượng giật lag màn_hình_bóng mờ pin sụt nhanh,Negative,Negative
tất_cả mọi thứ ổn trừ màn_hình hơi tiếc màn_hình một xíu cả củ_sạc,Negative,Neutral
cảm_nhận mua khoảng mấy hôm vuốt đọc báo fb nhức mắt wifi bắt kém cực kém màn_hình tối ám màu vàng pin trâu tạm_thời,Negative,Negative
hàng kém pin kém trả hàng đổi sản_phẩm mới mất number phí quá tệ làm_ăn kiểu thua,Negative,Negative
mua sài thời gianmáy tệ hơn anumbercảm ứng loạn kg nhạykhe sim báo kg simđã đi đổi khác tình_hình củng vâychơi game thi kg tốtvì cảm_ứng kg nhạykg mở đc hdrhối hận muađang muốn đập máy ức chếlần giả samsung,Negative,Negative
máy dùng tốt pin trâu dấu vân tay k nhạy lắm chơi ff cảm_ứng cx chx nhạy,Positive,Positive
ae nào muốn chơi game tậu ngày e nó về đội mình ngon bổ rẻ đáng đồng_tiền bát gạo,Positive,Positive
trở về thời tiền_sử tôi xài snumber active nghĩ cũ mua mới anumber mới number tuần nay khe sim vấn_đề nhe bàn_phím lung_tung màn_hình thật ko nhạy thêm hôm mua tgdd ko ý nhân_viên khui sẵn xài thua hàng_xách tay hay hàng dựng tin_tưởng thegioididong dính cây quá cay quá bực_bội né luôn đi bác,Negative,Negative
cảm_ứng màn_hình gõ chữ tệ chậm hay chập giữa chữ ko nhạy kém,Negative,Negative
điện_thoại tôi dùng camera tệ nhất_nhất tôi dùng quay video thật gốm khủng_khiếp lm number camera chi chất_lượng tệ_hại đến thể chấp_nhận nổi góc siêu rộng thôi khỏi nói quá kinh_khủng hột mưa còn hơn cả tivi mất đài,Negative,Negative
sản_phẩm ok tất_cả tuyệt_vời ok,Positive,Positive
mua redmi number ngày number hôm đi đổi lấy máy vivo ynumber màu đỏ đáng_giá tiền nhân_viên trai xinh gái đẹp vui cười cảm_thấy hài_lòng,Positive,Negative
mua sử_dụng gần number tháng sài ok chơi game cũn mượtko vấn_đề gìchụp hình ok xem phim nghe nhạc oksao ai chê hết ng number ý mình sử_dụng tốt,Positive,Neutral
đt đẹp pin trâu loa to chụp hình bằng app đẹp nha mượt coi phim nét nói_chung đánh_giá number sao lòng mình number sao cơ,Positive,Positive
điện_thoại sử_dụng tốtthiết kế đẹpchụp hình xóa_phong đẹpnhân viên nhiệt_tình,Positive,Positive
máy dùng khá mượt pin trâu chs game ngon chs pubg dùng gyro xem_xét máy dùng gyro di_tâm khá chậm hợp vs ai mua về chs game còn ai muốn sống ảo chụp hình đẹp mua máy khác,Positive,Positive
máy thua xa con vsmart joy number giá ngang_ngửa samsung dùng hàng cao_cấp thôi,Neutral,Negative
sản_phẩm_chất_lượng phần_cứng khá tệ lần tôi chọn một máy trái_tim yếu hơn cơ_thể khỏe mạnh trải nghiệm người dùng tốt hơn ngược thế,Negative,Negative
ae nào mình ko note number ban_ngày vân tay nhậy ban_đêm ko nhạy chạm number lần mới dc chán ss,Negative,Negative
máy ok k nói number máy loạn cảm_ứng đa_nhiệm chơi game liên_quân pubg mong bản cập_nhật nhà sản_xuất làm hoàn_thiện hơn,Neutral,Positive
điện_thoại ok chơi game mượt pin trâu màn_hình đẹptrong đẹp hài_lòng,Positive,Positive
mình xài điện_thoại hơn number tháng mua hôm number sinh_nhật tgdđ giảm tận number mình biết_mấy bạn nhận_xét pin tụt nhanh cam mờ máy sao mình thấy xài khá ok cam chụp nét dù mình người hay chụp ảnh mình thấy cực ổn pin number xài khá lâu dùng tác vụ cơ_bản bình_thường tầm number ngày mình sạc một lần chơi game tầm number ngày mới mua máy mình thử chơi mấy game nặng xem sao thấy mượt máy hơi ấm thôi nóng lắm đâu bạn nào hay chơi game mua thấy ổn á còn mình giờ xóa_game cơ_bản dân đu game v,Positive,Positive
máy ngón bạnkhi mua a e chọn kỹ number týmình dùng mọi thứ ok hếtk chê,Positive,Positive
mới mua xài dc number ngày mớ trải nghiệm cơ_bản chơi game ok pin trâu nhạc chuông to âm_thanh nghe gọi còn nhỏ nói_chung hàng numbertr quá tốt trong tầm giá hài_lòng,Positive,Positive
loạn cảm_ứng tùm_lum vô game hay hk vô j nó chớp tắt màng hình r xài làm đc đi tgdd bọn nhân_viên đổ_thừa tải game vs cập_nhật hệ_thống vs ứng_dụng tương_thích vs đt giờ cả đóng ứng_dụng chóp tắt màng hình máy hay ứng_dụng tức đâu á tr hối_hận nghe bọn nhân_viên lừa_gạt,Negative,Negative
chơi game ok màn_hình k nét lắm cảm_ứng k nhạy còn realme number bằng chip gnumber thấy k bằng con pnumber realme number,Negative,Neutral
phạm nhật vượng vạn_tuế tôi tự_hào hài_lòng về sản_phẩm vsmart nói_chung,Positive,Positive
máy sài ok pin number pin number thôi chả làm j tự tụt dung_lượng pin chán,Neutral,Neutral
sản_phẩm đẹp hợp túi tiềnpin hài_lòng về phục vụsẽ ủng_hộ tiếp_tục,Positive,Positive
âm_thanh nhỏ lướt ko mượt máy chạy chậm phím ko ăn mua sámung anumbers sai_lầm lê,Negative,Negative
máy sài chán mới sài number ngày thấy mượt cảm chụp chán thực mua reno sài_reno đắt chất_lượng phù_hợp đắt,Negative,Negative
máy tốt sao điện_thoại sạt number mình mới mua hôm,Neutral,Positive
loa ngoài nghe bên loa bên trái hoàn_toàn nghe tôi mua máy ngày number,Negative,Negative
quá tệlỗi màng hình đơ cảm_ứng siêu_âm tắt đen màng hình đàm_thoại bấm nút nguồn mới phát sáng đúng chạm màng hình number lần cuộc_gọi tới nghe chuông màng hình tối đen đổi trả máy nhiệt_tình quá kinh_nghiệm chăng yêu_cầu máy còn seal hộp trả_lời toàn_bộ_máy bên em mở seal hộp sẳn hết anumber redmi note number pro trả_lời nhau,Negative,Negative
sản_phẩm tương_đối tốt mọi mượt máy chụp ảnh rõ nét tốt về mọi thứ moi chức_năng ok nhân_viên bán hàng nhiệt_tình,Positive,Positive
gửi đi bh về xài bt hao pin hỏi nv tl đt đêm hao number bình_thường ko xài ứng_dụng ko sim,Negative,Negative
mới mua hôm cảm_giác sử_dụng ok chạy nhanh mượt chơi game ok hơi nóng xíu lần đầu xài chip mediatek xiaomi d còn về biết ổn_định chip mediatek d còn number lỗi ngớ_ngẩn lâu_lâu mất kết_nối wifi đèn thông_báo lâu_lâu sáng miếc tin nhắn hay thông_báo nhé reset máy thegioididong pnumber long an tư_vấn nhiệt_tình chú gửi xe vui_vẻ,Positive,Positive
máy mình mua numbertrnumber mang hình đẹp camera khá ok camera chụp đẹp lắm nó hơi ám vàng chơi game tạm ổn bằng chip mỹ,Neutral,Positive
quá tệđang dùng tự_nhiên đơ màn hìnhmới mua number thángsẽ ko bao_giờ mua đthoai sam sung,Negative,Negative
mình mới mua máy number tháng nói_chung ok k thích ở máy phần cảm_biến vân tay k nhạy lắm đầu mới mua nhạy cực_kỳ xài về k ok lắm cam tương_đối ổn cấu_hình điện_thoại_k đẹp lắm nhất phần cam lồi dã_man mọi thứ còn ok lắmmới mua về làm rớt đt cao xuống k bể màn_hình hơi trầy xíu thôi hơi đáng tiếc,Negative,Neutral
bắt wifi ở máy khá khónhưng pin tra lâu dùng number ngàycần cải_thiện hơn,Negative,Negative
number tháng sử_dụng máy sài ngon sơ_lược máy đẹp cấu_hình ổn camera đẹp liên_quân ok sạc number numberh đầy,Positive,Positive
máy đẹp cấu_hình ổn mượt pin nghe gọi lướt web nhắn_tin zalo dùng number ngày nói_chung đủ dùng hợp túi_tiền,Positive,Positive
nhận con hôm máy đầm chắc_tay cảm_ứng mượt cảm_biến bên hông tiện tay thích,Positive,Positive
mới mua hồi chiều về cập_nhật phần_mềm chơi lq mới vô trận văg vô nó mới ko thoát haizz ko pit hị lỗi phần miền hay j juawx,Negative,Negative
tất_cả ok pin tuột nhanh sạc nhanh ổn mong chỉnh hiệu pinned,Positive,Neutral
nhân_viên tư nhiệt_tình về sản_phẩm còn sản_phẩm còn vivo unumber dùng thời_gian mới biết,Positive,Positive
anumber numberram khác đâu anumber numberram trùm camera đẹp game mượt tùy_game max độ_họa luôn,Positive,Positive
dùng đc một tuần thấy pin ngon thiết_kế máy đẹp màn to hơi tối tái_camera tầm trung cảm_ứng mượt bắt wifi kém hơn loại máy xài tóm thích pin thiết_kế cả thái_độ phục_vụ khách_hàng trong mùa dịch,Positive,Positive
mới mua number trải nghiệm dùng number đt cảm_nhận pin tạm tuy_nhiên chế dộ sạc nhanh sạc lâu xem phim full màn_hình mất number khúc ko thể_hiện đủ nội_dung chơi game cảm_giác mượt lắm thua sam chụp hình sắc nét thể chụp thiếu sáng loa thoại nghe to rõ ok ko nghe nén dc người bên cạnh nghe dc tóm giá tầm trung sài_em tạm,Neutral,Negative
liên_quân fee file mượtcó camera chụp hình k đc đẹppin trâu bòmua hàng gặp a quản_lí tgdd nói xiu dễ_thương,Positive,Positive
sản_phẩm tốt mượt tuy bắt wifi hơi yếu camera ở mức tạm ổn sắc nét mặc_dù thông_số cao chơi game k biết coi phim thấy loa rè khó chấp_nhận đeo tai_nghe number,Positive,Neutral
máy chạy chậm ỳ ạch lắmthiết kế thô xâu người già xài hợp hơn nói_chung giá khoảng number triệu,Negative,Positive
numbertr chụp bình_thường đẹp zoom noise xấu qá biết phần_mềm hay,Negative,Neutral
mình mới mua máy chất number tháng mình sài thấy bình_thường thôi pin mầu hết_mình nói fb zalo ko nóng hay hết sắc pin vô nhanh đúng đầu sạc nó còn ko nóng lâu vô pin,Neutral,Negative
quá tốt trong tầm phân khúc xem ytobe mượt chụp ảnh tốt mình hài_lòng,Positive,Positive
um keynumber nó chíp hơi đuối trong tầm giá bù ta màng hình đẹp camera ngon đặc_biệt một nền_tảng bảo_mật số một cả iphone x đứng,Positive,Positive
tôi biết_mấy bạn tôi quá ok vân tay nhạy chắc nha dán cường_lực quá dày number lần sạc đủ number tiếng pin dùng cả ngày tối còn dư khoản number hiệu_năng thứ ok ngoài nó giống anumber thêm bút spen mọi thứ ok,Positive,Neutral
nút âm_lượng ko đụng tự bật to hạ_âm xuống chế_độ sạc nhanh sạc gần number tiếng numberp mới đầy pin,Negative,Negative
mua number tuần sử_dụng chán camera quá ảo trắng hết cả mặt dùng thỉnh_thoảng chuyển ứng_dụng khá chậm mặc_dù máy mới mua bắt sóng yếu màu_sắc màn_hình ko đẹp jnumber dùng quen dùng samsung định lấy anumber đến cửa_hàng mấy chị nhân_viên tư_vấn lấy oppo hơn mặc_dù phục_vụ tốt đánh_giá number sao,Negative,Negative
mình mua number tuần máy tốt pin trâu mình nghĩ tầm giá dòng khác tốt hơi buồn pin tiêu_thụ quá nhanh,Negative,Positive
sản_phẩm tốt về mọi mặt trong tầm giá trừ camera nói_xấu còn ok,Negative,Neutral
máy mới mua về lâu đơ cảm_ứngkhi mua nhận viên tư_vấn mua loại sam sung numbers bảo máy dùng thíchai dè mua về thấy thế nghe phát chán,Negative,Negative
chơi game moba con_quay chuột thi_thoảng mất kiểm_soát bang pubg mobile pin cực trâu number độ sáng vân tay nhạy ghê ấy đọc toàn lỗi sóng_sánh thật noai kiện hết tốc_độ cao numberg con jnumberpro number chip number nó load fb mượt kinh con anumber load toàn trắng màn_hình một mới wifi bắt yếu hơn mấy con china thật còn tuyệt_vời,Neutral,Negative
sử_dụng cảm_thấy tuột pin nhanh numberh sử_dụng tuột gần number pin còn thấy ok,Neutral,Negative
điện_thoại mình mua khoảng hai tháng đầu loạn cảm_ứng đơ number bản cập_nhật điện_thoại êm hoàn_toàn luon pin xài lâu,Positive,Negative
sản_phẩm quá ngon giá chơi pubg lak pin trâu đẹp mới mua ở bmt,Positive,Positive
máy thiết_kế đẹp cầm êm hơn con ynumber prim ban_đầu phân_vân giữa con ynumber prim number thấy con đẹp quyết_định mua pnumber lite màu trắng quá đẹp sạc pin nhanh giá hợp_lý giảm number còn thêm numberk khách_hàng thân_thiết còn number,Positive,Positive
máy vô ưng ýngon mượtko chplay gg xài tốt đầy_đủ ứng dụnggood,Positive,Positive
chán thật biết máy mình lỗi hay dòng máy lỗi xem phim xem video bật chất_lượng cao nhất thấy ghẻ thâmh chí bằng chất_lượng máy cũ mình nokia number,Negative,Negative
mua hơn number tháng hôm đi mưa rè loa gần camera selfie chống nước sấy địên thoại thường cảm_thấy thất_vọng quá,Negative,Negative
thiết_kế đẹp màn_hình liền mạch cam đẹp chất ảnh trong hơn oppo hiệu_năng nhanh mượt ở tác vụ cơ_bản face zalo you tube màn hiển_thị rực_rỡ,Positive,Positive
máy tệ mẹ mình mua về đổi mình đọc mới biết con chip cùi snumber chụp hình xấu đui giá numberk giảm còn numberk biết tiền ít máy cùi mình dùng con oppo cùi anumberk còn ngon hơn chụp ảnh đẹp hơn dùng number tháng đt đêm tụt number còn con anumber mới xài number ngày_đêm tụt number d dùng number ngày chịu lỗ numberk mua con khác máy quá tệ trong tầm giá mua oppo redmi còn ngon hơn,Negative,Negative
chơi game loadn siu tốc nha ae đập dt sài rùi múc con về nhé,Positive,Positive
máy thiết_kế đẹp giá tốt chất_lượng tốt wifi hơi kém chiến game wifi rớt mạng mặc_dù máy kế bên mất wifi mình hiểu phần_mềm hay phần_cứng,Positive,Neutral
máy sài khá tốt tôi hài_lòng pin tốt máy lướt mượt sài dòng máy hãng cũng rất lâu,Positive,Positive
thiết_kế sang chảnh đẳng_cấp chuẩn_mực cấu_hình mạnh_mẽ trang chống nước chống bụi tuyệt_đối chuẩn ipnumber dùng ổn_định chơi game cực phê tiền nào,Positive,Positive
